probing_dataset,emotion,text_example,character
combined_non_test,sadness,A series you love ends on a somber note.,
combined_non_test,sadness,"You pass by your old school, and it's in disrepair.",
combined_non_test,sadness,You hear a tale about missed connections.,
combined_non_test,sadness,You see a place that was central to a past relationship.,
combined_non_test,sadness,A sculpture reminds you of someone's unfulfilled dream.,
combined_non_test,sadness,You come across notes from a time you faced personal challenges.,
combined_non_test,sadness,You read a tale of lost friendship.,
combined_non_test,sadness,A pond you used to visit is drying up.,
combined_non_test,sadness,You find a ticket from an event that didn't go as planned.,
combined_non_test,sadness,You hear about the demise of a childhood icon.,
combined_non_test,sadness,A movie portrays the struggle of saying goodbye.,
combined_non_test,sadness,A movie portrays the struggle of love at a wrong time.,
combined_non_test,sadness,An old message reflects hopes that didn't come to fruition.,
combined_non_test,sadness,You find an old trophy recalling a bittersweet victory.,
combined_non_test,sadness,You remember a time when someone didn't keep a promise.,
combined_non_test,sadness,You visit a place of historical significance that's neglected.,
combined_non_test,sadness,You can't recreate a cherished memory no matter how hard you try.,
combined_non_test,sadness,You hear about the end of an era that meant a lot to you.,
combined_non_test,sadness,You remember a time when someone left without saying goodbye.,
combined_non_test,sadness,You think about times when things didn't go as planned.,
combined_non_test,sadness,You come across an old gift that's no longer functional.,
combined_non_test,sadness,A festival song recalls memories of someone not present.,
combined_non_test,sadness,You read about the fading of an art form you appreciate.,
combined_non_test,sadness,You find an old ticket stub from an event that was pivotal for you.,
combined_non_test,sadness,"Your plant, after weeks of care, still doesn’t show any signs of growth.",
combined_non_test,sadness,You find a forgotten toy from childhood in a dusty corner.,
combined_non_test,sadness,"A song plays on the radio, reminding you of times gone by.",
combined_non_test,sadness,You notice an elderly person eating alone in a restaurant.,
combined_non_test,sadness,A friend moves away to a different city and you realize things will never be the same.,
combined_non_test,sadness,The vacation ends and it's time to go back to regular life.,
combined_non_test,sadness,A favorite local store closes down after decades of service.,
combined_non_test,sadness,You stumble upon an old letter from someone who's no longer in your life.,
combined_non_test,sadness,A movie ends with the main character saying goodbye.,
combined_non_test,sadness,The park bench where you used to sit is now broken.,
combined_non_test,sadness,You accidentally break a cherished gift from a friend.,
combined_non_test,sadness,"Rain pours, canceling an event you were looking forward to.",
combined_non_test,sadness,Your message is seen but not replied to.,
combined_non_test,sadness,A once vibrant tree in your neighborhood is now being cut down.,
combined_non_test,sadness,You lose a piece of jewelry that had sentimental value.,
combined_non_test,sadness,The last page of a diary recounts a day of lost opportunities.,
combined_non_test,sadness,You realize that a childhood haunt is no longer recognizable.,
combined_non_test,sadness,The diary of a soldier talks about missing home.,
combined_non_test,sadness,"The autumn leaves fall, signaling the end of a season.",
combined_non_test,sadness,A stray animal looks longingly through a cafe window.,
combined_non_test,sadness,A missed call from someone you've been avoiding talking to.,
combined_non_test,sadness,You find an unsent letter in an old book.,
combined_non_test,sadness,"A family photo album has many pictures, but few recent ones.",
combined_non_test,sadness,You spot a closed theater that was once full of life.,
combined_non_test,sadness,You hear about an old teacher who's now retired and lives alone.,
combined_non_test,sadness,"You find a childhood drawing, recalling simpler days.",
combined_non_test,sadness,A music box you cherished no longer plays its tune.,
combined_non_test,sadness,A tree under which you shared countless memories has fallen.,
combined_non_test,sadness,"An old watch, a family heirloom, stops ticking.",
combined_non_test,sadness,A favorite cafe's signature dish isn't as you remember.,
combined_non_test,sadness,"You see a playground, once lively, now abandoned.",
combined_non_test,sadness,An old journal recounts challenges you faced years ago.,
combined_non_test,sadness,You come across an empty bench with a dedication plaque.,
combined_non_test,sadness,The home where your grandparents lived is now another business.,
combined_non_test,sadness,You hear about the decline of a species you once studied.,
combined_non_test,sadness,A beach you loved is littered and polluted.,
combined_non_test,sadness,An old friend's number is no longer in service.,
combined_non_test,sadness,You can't find the location of a cherished childhood hideout.,
combined_non_test,sadness,A favorite piece of clothing is frayed and worn out.,
combined_non_test,sadness,"You revisit a vacation spot, only to find it commercialized.",
combined_non_test,sadness,The pond where you used to feed ducks is dried up.,
combined_non_test,sadness,A heartfelt letter you sent never received a response.,
combined_non_test,sadness,The library you loved as a child is now closed.,
combined_non_test,sadness,You see a stray animal reminiscent of a former pet.,
combined_non_test,sadness,A mural you admired in the city is painted over.,
combined_non_test,sadness,The ice cream shop with your favorite flavor shuts down.,
combined_non_test,sadness,You discover an old mixtape with songs from challenging times.,
combined_non_test,sadness,A childhood friend's home stands empty and for sale.,
combined_non_test,sadness,A cherished event is cancelled without explanation.,
combined_non_test,sadness,You find an old scarf given by someone during a winter trip.,
combined_non_test,sadness,"The mailbox stands empty, even on expected days.",
combined_non_test,sadness,A sports team you supported passionately faces continuous defeats.,
combined_non_test,sadness,The market where you'd buy holiday gifts no longer operates.,
combined_non_test,sadness,You overhear someone talking about the struggles of aging.,
combined_non_test,sadness,"A vintage car, just like your first one, stands rusting on a lot.",
combined_non_test,sadness,You find an unfinished knitting project from a loved one.,
